,no,distribution,ratings_count,imdb_rating,title_year,movie_year,movie_title,imdb_id,douban_id,douban_rating,douban_ratings_count,douban_title,genre1,genre2,genre3
1341,4287,12101,149760,6.6,Prince of Persia: The Sands of Time (2010),2010,Prince of Persia: The Sands of Time,tt0473075,1819388,7.0,78409,Prince of Persia: The Sands of Time,Comedy,Drama,Drama
1342,4288,111001,7338,5.4,Princess Protection Program (2009) (TV),2009,Princess Protection Program,tt1196339,3101989,6.0,9171,Princess Protection Program,Action,Drama,Drama
1343,4289,1113,8055,7.8,Prison Break: The Final Break (2009) (V),2009,Prison Break: The Final Break,tt1131748,3021273,7.8,15953,Prison Break: The Final Break,Animation,Adventure,Adventure
1344,4298,12310,5028,7.4,Project Nim (2011),2011,Project Nim,tt1192628,2998253,7.7,58323,Rango,Comedy,Crime,Crime
1345,4300,12101,107377,6.6,Project X (2012),2012,Project X,tt1636826,4810698,6.9,10894,Project X,Horror,Mystery,Mystery
1346,4310,1222,262451,8.6,Psycho (1960),1960,Psycho,tt0054215,1293181,8.8,37406,Psycho,Biography,Crime,Crime
1347,4314,13200,162669,7.0,Public Enemies (2009),2009,Public Enemies,tt1152836,2369549,7.3,42861,Public Enemies,Crime,Drama,Drama
1348,4315,124,806481,9.0,Pulp Fiction (1994),1994,Pulp Fiction,tt0110912,1291832,8.8,190918,Pulp Fiction,Action,Crime,Crime
1349,4324,122100,34402,6.0,Punisher: War Zone (2008),2008,Punisher: War Zone,tt0450314,1871800,6.4,6993,Punisher: War Zone,Drama,,
1350,4326,122100,68192,6.0,Push (2009),2009,Push,tt0929632,3011072,8.0,27349,Precious,Animation,Adventure,Adventure
1351,4331,23100,78348,6.7,Puss in Boots (2011),2011,Puss in Boots,tt0448694,2028585,7.4,64329,Puss in Boots,Action,Adventure,Adventure
1352,4333,122100,6746,6.1,Qi Jian (2005),2005,Qi Jian,tt0429078,1401205,5.7,31806,七剑,Action,Adventure,Adventure
1353,4335,23100,217551,6.7,Quantum of Solace (2008),2008,Quantum of Solace,tt0830515,1946882,6.4,51191,Quantum of Solace,Action,Adventure,Adventure
1354,4336,12100,5222,6.7,Quantum of Solace (2008) (VG),2008,Quantum of Solace,tt0830515,1946882,6.4,51191,Quantum of Solace,Fantasy,Horror,Horror
1355,4341,1111001,33661,4.9,Queen of the Damned (2002),2002,Queen of the Damned,tt0238546,1306601,6.0,5247,Queen of the Damned,Biography,Drama,Drama
1356,4347,12211,35554,7.2,Quills (2000),2000,Quills,tt0180073,1301720,7.3,8936,Quills,Action,Comedy,Comedy
1357,4350,121000,21392,5.4,R.I.P.D. (2013),2013,R.I.P.D.,tt0790736,3264229,5.9,9485,R.I.P.D.,Drama,,
1358,4357,13200,31816,7.0,Rabbit Hole (2010),2010,Rabbit Hole,tt0935075,3641108,7.2,24653,Rabbit Hole,Action,Adventure,Adventure
1359,4362,121000,29203,5.7,Race to Witch Mountain (2009),2009,Race to Witch Mountain,tt1075417,2996642,5.4,6576,Race to Witch Mountain,Drama,Romance,Romance
1360,4363,12210,32990,6.7,Rachel Getting Married (2008),2008,Rachel Getting Married,tt1084950,2267369,6.9,28380,Rachel Getting Married,Biography,Drama,Drama
1361,4368,1222,154863,8.3,Raging Bull (1980),1980,Raging Bull,tt0081398,1293155,8.4,16475,Raging Bull,Action,Adventure,Adventure
1362,4370,1222,424658,8.6,Raiders of the Lost Ark (1981),1981,Raiders of the Lost Ark,tt0082971,1296717,7.8,27758,Raiders of the Lost Ark,Drama,,
1363,4371,1321,267265,8.0,Rain Man (1988),1988,Rain Man,tt0095953,1291870,8.5,129044,Rain Man,Family,Music,Music
1364,4372,111002,16099,5.5,Raise Your Voice (2004),2004,Raise Your Voice,tt0361696,1309178,6.9,11176,Raise Your Voice,Action,Thriller,Thriller
1365,4376,12211,135711,7.1,Rambo (2008),2008,Rambo,tt0462499,1440855,6.8,18215,Rambo,Action,Adventure,Adventure
1366,4377,1121000,61040,5.4,Rambo III (1988),1988,Rambo III,tt0095956,1300399,7.2,12424,Rambo III,Action,Adventure,Adventure
1367,4378,122100,80065,6.2,Rambo: First Blood Part II (1985),1985,Rambo: First Blood Part II,tt0089880,1300361,7.5,14362,Rambo: First Blood Part II,Adventure,Comedy,Comedy
1368,4379,12102,9656,6.5,Ramona and Beezus (2010),2010,Ramona and Beezus,tt0493949,3071517,8.0,14056,Ramona and Beezus,Action,Drama,Drama
1369,4382,1222,52991,8.3,Ran (1985),1985,Ran,tt0089881,1296196,8.6,18783,乱,Drama,History,History
1370,4384,124,27777,8.3,Rang De Basanti (2006),2006,Rang De Basanti,tt0405508,1889053,8.8,5148,Rang De Basanti,Drama,Family,Family
1371,4385,1222,7378,7.8,Rang-e khoda (1999),1999,Rang-e khoda,tt0191043,1304406,8.6,6142,رنگ از بهشت,Animation,Adventure,Adventure
1372,4386,12211,121881,7.3,Rango (2011),2011,Rango,tt1192628,2998253,7.7,58323,Rango,Crime,Drama,Drama
1373,4389,1222,66430,8.4,Rashômon (1950),1950,Rashômon,tt0042876,1291879,8.7,64363,羅生門,Animation,Comedy,Comedy
1374,4391,1221,307064,8.0,Ratatouille (2007),2007,Ratatouille,tt0382932,1793491,8.0,121830,Ratatouille,Action,Drama,Drama
1375,4399,12211,169324,7.1,Real Steel (2011),2011,Real Steel,tt0433035,1972729,8.1,114820,Real Steel,Mystery,Thriller,Thriller
1376,4402,1222,205565,8.6,Rear Window (1954),1954,Rear Window,tt0047396,1299080,8.3,38069,Rear Window,Drama,Mystery,Mystery
1377,4403,1222,58516,8.3,Rebecca (1940),1940,Rebecca,tt0032976,1293824,8.2,22686,Rebecca,Comedy,Drama,Drama
1378,4418,2212,8679,7.2,Red Dog (2011),2011,Red Dog,tt0803061,3431802,8.2,6200,Red Dog,Crime,Thriller,Thriller
1379,4419,13210,145760,7.2,Red Dragon (2002),2002,Red Dragon,tt0289765,1305053,7.5,36212,Red Dragon,Thriller,,
1380,4420,122100,74145,6.4,Red Eye (2005),2005,Red Eye,tt0421239,1309051,6.6,9006,Red Eye,Fantasy,Horror,Horror
1381,4425,1111000,61572,5.2,Red Riding Hood (2011),2011,Red Riding Hood,tt1486185,3914500,5.5,34964,Red Riding Hood,Drama,,
1382,4439,2211,69853,7.5,Reign Over Me (2007),2007,Reign Over Me,tt0490204,1861935,7.7,10407,Reign Over Me,Drama,Romance,Romance
1383,4443,12211,75305,7.1,Remember Me (2010),2010,Remember Me,tt1403981,3626365,7.1,45889,Remember Me,Biography,Drama,Drama
1384,4444,2311,112418,7.6,Remember the Titans (2000),2000,Remember the Titans,tt0210945,1292943,8.5,8648,Remember the Titans,Action,Crime,Crime
1385,4453,122100,67225,6.3,Repo Men (2010),2010,Repo Men,tt1053424,2265778,7.2,16444,Repo Men,Drama,,
1386,4457,1222,367359,8.4,Requiem for a Dream (2000),2000,Requiem for a Dream,tt0180093,1292270,8.8,56978,Requiem for a Dream,Adventure,Biography,Biography
1387,4458,12310,63203,7.4,Rescue Dawn (2006),2006,Rescue Dawn,tt0462504,1785166,7.3,5522,Rescue Dawn,Crime,Thriller,Thriller
1388,4460,1222,403238,8.4,Reservoir Dogs (1992),1992,Reservoir Dogs,tt0105236,1299603,8.2,57209,Reservoir Dogs,Action,Horror,Horror
1389,4461,12100,145615,6.6,Resident Evil (2002),2002,Resident Evil,tt0120804,1306809,7.5,69507,Resident Evil,Action,Adventure,Adventure
1390,4462,121101,96849,5.8,Resident Evil: Afterlife (2010),2010,Resident Evil: Afterlife,tt1220634,3041294,6.2,71187,Resident Evil: Afterlife,Action,Horror,Horror
1391,4463,122100,112139,6.0,Resident Evil: Apocalypse (2004),2004,Resident Evil: Apocalypse,tt0318627,1308752,7.4,56851,Resident Evil: Apocalypse,Action,Horror,Horror
1392,4464,122100,110495,6.2,Resident Evil: Extinction (2007),2007,Resident Evil: Extinction,tt0432021,1482911,6.8,60311,Resident Evil: Extinction,Action,Horror,Horror
1393,4465,1111001,71531,5.2,Resident Evil: Retribution (2012),2012,Resident Evil: Retribution,tt1855325,6532822,5.4,62636,Resident Evil: Retribution,Drama,Romance,Romance
1394,4487,12211,108433,7.3,Revolutionary Road (2008),2008,Revolutionary Road,tt0959337,2037012,7.9,76952,Revolutionary Road,Crime,Drama,Drama
1395,4488,11101,54779,6.3,Revolver (2005),2005,Revolver,tt0365686,1437128,7.0,6386,Revolver,Action,Crime,Crime
1396,4498,122100,57889,5.9,Righteous Kill (2008),2008,Righteous Kill,tt1034331,2124507,6.3,10543,Righteous Kill,Horror,Mystery,Mystery
1397,4500,12211,37193,7.3,Ringu (1998),1998,Ringu,tt0178868,1307696,7.4,52265,リング,Horror,,
1398,4501,122100,5120,6.0,Ringu 0: Bâsudei (2000),2000,Ringu 0: Bâsudei,tt0235712,1307884,6.4,5647,リング0 バースデイ,Horror,,
1399,4502,122100,7470,5.9,Ringu 2 (1999),1999,Ringu 2,tt0218553,1294506,6.4,9559,リング２,Animation,Adventure,Adventure
1400,4503,12201,101769,6.9,Rio (2011),2011,Rio,tt1436562,3731581,8.5,161749,Rio,Animation,Adventure,Adventure
1401,4509,12211,62744,7.2,Rise of the Guardians (2012),2012,Rise of the Guardians,tt1446192,3769423,7.9,30716,Rise of the Guardians,Action,Drama,Drama
1402,4510,2311,242981,7.6,Rise of the Planet of the Apes (2011),2011,Rise of the Planet of the Apes,tt1318514,3274505,7.9,153597,Rise of the Planet of the Apes,Crime,Drama,Drama
1403,4520,2311,150906,7.7,Road to Perdition (2002),2002,Road to Perdition,tt0257044,1302325,7.6,16886,Road to Perdition,Action,Adventure,Adventure
1404,4523,23100,147822,6.7,Robin Hood (2010),2010,Robin Hood,tt0955308,2062677,6.6,17574,Robin Hood,Action,Crime,Crime
1405,4528,12211,114271,7.5,RoboCop (1987),1987,RoboCop,tt0093870,1294791,7.4,18253,RoboCop,Action,Sci-Fi,Sci-Fi
1406,4529,1221000,39751,5.6,RoboCop 2 (1990),1990,RoboCop 2,tt0100502,1298574,6.8,5082,Robocop 2,Animation,Adventure,Adventure
1407,4532,122100,67496,6.3,Robots (2005),2005,Robots,tt0358082,1309011,7.4,16971,Robots,Action,Crime,Crime
1408,4542,12211,139520,7.2,RocknRolla (2008),2008,RocknRolla,tt1032755,2138299,7.4,21050,RocknRolla,Drama,Sport,Sport
1409,4543,1322,213040,8.1,Rocky (1976),1976,Rocky,tt0075148,1295742,8.3,12999,Rocky,Action,Crime,Crime
1410,4551,122100,15906,6.2,Rogue (2007),2007,Rogue,tt0499556,1507151,6.0,12028,War,Comedy,Drama,Drama
1411,4559,1222,61192,8.1,Roman Holiday (1953),1953,Roman Holiday,tt0046250,1293839,8.9,236512,Roman Holiday,Drama,,
1412,4561,1111000,6254,5.3,Romance (1999),1999,Romance,tt0194314,1299698,6.6,13047,Romance,Drama,Romance,Romance
1413,4564,12111,116048,6.8,Romeo + Juliet (1996),1996,Romeo + Juliet,tt0117509,1306154,7.0,31634,Romeo + Juliet,Action,Crime,Crime
1414,4566,122100,43831,5.9,Romeo Must Die (2000),2000,Romeo Must Die,tt0165929,1297670,5.7,5322,Romeo Must Die,Animation,Adventure,Adventure
1415,4570,12101,7145,6.5,Ronal Barbaren (2011),2011,Ronal Barbaren,tt1629374,6015756,7.0,11021,Ronal Barbaren,Action,Adventure,Adventure
1416,4571,13210,111909,7.2,Ronin (1998),1998,Ronin,tt0122690,1295527,7.4,7305,Ronin,Crime,Drama,Drama
1417,4576,1321,63406,8.1,Rope (1948),1948,Rope,tt0040746,1301230,8.0,6289,Rope,Drama,Horror,Horror
1418,4577,1221,100043,8.0,Rosemary's Baby (1968),1968,Rosemary's Baby,tt0063522,1293852,7.9,7656,Rosemary's Baby,Crime,Drama,Drama
1419,4581,13310,90187,7.3,Rounders (1998),1998,Rounders,tt0128442,1293090,7.2,8460,Rounders,Comedy,Drama,Drama
1420,4586,13210,42797,7.1,Ruby Sparks (2012),2012,Ruby Sparks,tt1839492,5977478,7.4,19092,Ruby Sparks,Biography,Drama,Drama
1421,4588,12211,30188,7.4,Rudy (1993),1993,Rudy,tt0108002,1294753,8.7,9907,Rudy,Comedy,Drama,Drama
1422,4592,1221000,30108,5.5,Rumor Has It... (2005),2005,Rumor Has It...,tt0398375,1422911,6.3,5695,Rumor Has It...,Comedy,Romance,Romance
1423,4596,1221000,53038,5.2,Runaway Bride (1999),1999,Runaway Bride,tt0163187,1299922,6.7,16895,Runaway Bride,Drama,Thriller,Thriller
1424,4597,13200,61114,7.0,Runaway Jury (2003),2003,Runaway Jury,tt0313542,1307493,7.9,8106,Runaway Jury,Action,Crime,Crime
1425,4601,2211,71105,7.4,Running Scared (2006),2006,Running Scared,tt0404390,1483239,7.7,10668,Running Scared,Animation,Adventure,Adventure
1426,4604,2311,10281,7.6,Rupan sansei: Kariosutoro no shiro (1979),1979,Rupan sansei: Kariosutoro no shiro,tt0079833,1432436,7.8,7312,ルパン三世 カリオストロの城,Action,Drama,Drama
1427,4605,1212,6773,7.4,Rurôni Kenshin: Meiji kenkaku roman tan (2012),2012,Rurôni Kenshin: Meiji kenkaku roman tan,tt1979319,6558801,7.5,20387,るろうに剣心,Action,Comedy,Comedy
1428,4607,13200,126191,6.8,Rush Hour (1998),1998,Rush Hour,tt0120812,1292624,6.6,31660,Rush Hour,Action,Comedy,Comedy
1429,4608,122100,110964,6.4,Rush Hour 2 (2001),2001,Rush Hour 2,tt0266915,1304642,6.4,22338,Rush Hour 2,Action,Comedy,Comedy
1430,4609,122101,82333,6.0,Rush Hour 3 (2007),2007,Rush Hour 3,tt0293564,1422106,6.1,18554,Rush Hour 3,Action,Crime,Crime
1431,4614,122000,91883,5.9,S.W.A.T. (2003),2003,S.W.A.T.,tt0257076,1307384,6.5,10553,S.W.A.T.,Comedy,Drama,Drama
1432,4616,122100,42048,6.0,S1m0ne (2002),2002,S1m0ne,tt0258153,1306795,7.1,7606,Simone,Horror,,
1433,4618,12210,12117,7.0,Saam gaang yi (2004),2004,Saam gaang yi,tt0420251,1401873,7.0,5101,三更2,Action,Crime,Crime
1434,4619,12211,5918,7.0,Saat po long (2005),2005,Saat po long,tt0478024,1428602,6.9,36386,杀破狼,Comedy,Drama,Drama
1435,4623,2311,30160,7.7,Sabrina (1954),1954,Sabrina,tt0047437,1293868,7.7,8764,Sabrina,Action,Crime,Crime
1436,4628,23200,114840,6.8,Safe House (2012),2012,Safe House,tt1599348,4301285,6.7,12784,Safe House,Crime,Drama,Drama
1437,4634,1321,32746,8.1,Salinui chueok (2003),2003,Salinui chueok,tt0353969,1300299,8.5,76101,살인의 추억,Comedy,Drama,Drama
1438,4636,13200,32908,6.8,Salmon Fishing in the Yemen (2011),2011,Salmon Fishing in the Yemen,tt1441952,3749943,6.9,8039,Salmon Fishing in the Yemen,Action,Crime,Crime
1439,4637,122100,170338,6.4,Salt (2010),2010,Salt,tt0944835,2153526,7.1,85947,Salt,Drama,,
1440,4639,1000011101,25490,6.0,Salò o le 120 giornate di Sodoma (1975),1975,Salò o le 120 giornate di Sodoma,tt0073650,1293691,6.2,5609,Salò o le 120 giornate di Sodoma,Drama,,
1441,4640,12210,8588,7.1,Samaria (2004),2004,Samaria,tt0397619,1308854,7.5,21336,사마리아,Animation,Adventure,Adventure
1442,4642,2211,8149,7.5,Samâ uôzu (2009),2009,Samâ uôzu,tt1474276,3908423,8.6,67891,サマーウォーズ,Crime,Drama,Drama
1443,4643,12211,6841,7.0,San suk si gin (2009),2009,San suk si gin,tt1075419,2209368,7.1,58592,新宿事件,Action,Adventure,Adventure
1444,4644,122100,36625,5.7,Sanctum (2011),2011,Sanctum,tt0881320,3319741,7.1,23182,Sanctum,Comedy,Drama,Drama
1445,4659,1212,6051,7.3,Saving Face (2004),2004,Saving Face,tt0384504,1421278,8.4,17526,Saving Face,Action,Drama,Drama
1446,4661,1222,528631,8.6,Saving Private Ryan (1998),1998,Saving Private Ryan,tt0120815,1292849,8.7,135094,Saving Private Ryan,Crime,Horror,Horror
1447,4664,1311,207272,7.6,Saw (2004),2004,Saw,tt0387564,1417598,8.6,122788,Saw,Crime,Horror,Horror
1448,4665,111001,45379,5.5,Saw 3D (2010),2010,Saw 3D,tt1477076,3878157,7.4,37128,Saw 3D,Horror,,
1449,4666,12101,137000,6.5,Saw II (2005),2005,Saw II,tt0432348,1309045,7.9,60687,Saw II,Crime,Horror,Horror
1450,4667,122101,101342,6.1,Saw III (2006),2006,Saw III,tt0489270,1474189,7.6,51053,Saw III,Crime,Horror,Horror
1451,4668,121101,77644,5.8,Saw IV (2007),2007,Saw IV,tt0890870,1922273,7.3,42734,Saw IV,Crime,Horror,Horror
1452,4669,121000,59978,5.6,Saw V (2008),2008,Saw V,tt1132626,2350904,7.3,40037,Saw V,Horror,Mystery,Mystery
1453,4670,121101,49765,5.9,Saw VI (2009),2009,Saw VI,tt1233227,3075983,7.4,36097,Saw VI,Crime,Drama,Drama
1454,4676,1222,334259,8.3,Scarface (1983),1983,Scarface,tt0086250,1292065,8.2,18504,Scarface,Comedy,,
1455,4678,2111100001,25753,3.4,Scary MoVie (2013),2013,Scary MoVie,tt0795461,1949877,5.8,7618,Scary Movie 5,Comedy,,
1456,4679,122100,134638,6.1,Scary Movie (2000),2000,Scary Movie,tt0175142,1299981,6.8,27993,Scary Movie,Comedy,,
1457,4680,1111000,85594,5.0,Scary Movie 2 (2001),2001,Scary Movie 2,tt0257106,1308207,6.6,16155,Scary Movie 2,Comedy,,
1458,4681,1121000,81355,5.3,Scary Movie 3 (2003),2003,Scary Movie 3,tt0306047,1301861,6.6,15384,Scary Movie 3,Comedy,,
1459,4682,1211000,70230,5.0,Scary Movie 4 (2006),2006,Scary Movie 4,tt0362120,1428054,6.5,17156,Scary Movie 4,Drama,,
1460,4683,1321,132793,7.8,Scent of a Woman (1992),1992,Scent of a Woman,tt0105323,1298624,8.8,188721,Scent of a Woman,Biography,Drama,Drama
1461,4684,124,528935,8.9,Schindler's List (1993),1993,Schindler's List,tt0108052,1295124,9.3,216046,Schindler's List,Comedy,Mystery,Mystery
1462,4689,23100,48223,6.7,Scoop (2006),2006,Scoop,tt0457513,1451911,7.1,19959,Scoop,Action,Comedy,Comedy
1463,4690,1211,181049,7.5,Scott Pilgrim vs. the World (2010),2010,Scott Pilgrim vs. the World,tt0446029,2158222,6.9,22883,Scott Pilgrim vs. the World,Crime,Horror,Horror
1464,4691,12211,159700,7.2,Scream (1996),1996,Scream,tt0117571,1301630,7.0,17310,Scream,Horror,Mystery,Mystery
1465,4692,122100,90726,6.0,Scream 2 (1997),1997,Scream 2,tt0120082,1299495,6.3,7782,Scream 2,Horror,Mystery,Mystery
1466,4693,1221000,71036,5.4,Scream 3 (2000),2000,Scream 3,tt0134084,1293133,6.1,6500,Scream 3,Horror,Mystery,Mystery
1467,4694,112101,76287,6.1,Scream 4 (2011),2011,Scream 4,tt1262416,3148064,5.9,8432,Scream 4,Drama,Romance,Romance
1468,4702,2211,24201,7.5,"Se, jie (2007)",2007,"Se, jie",tt0808357,1828115,7.7,146653,色，戒,Crime,Mystery,Mystery
1469,4703,232,606271,8.7,Se7en (1995),1995,Se7en,tt0114369,1292223,8.7,273818,Se7en,Drama,History,History
1470,4705,12210,46272,7.3,Seabiscuit (2003),2003,Seabiscuit,tt0329575,1307535,8.2,18191,Seabiscuit,Documentary,Biography,Biography
1471,4707,1322,23748,8.1,Searching for Sugar Man (2012),2012,Searching for Sugar Man,tt2125608,7015798,9.1,16369,Searching for Sugar Man,Action,Adventure,Adventure
1472,4708,1121000,56641,5.3,Season of the Witch (2011),2011,Season of the Witch,tt0479997,3017651,5.3,37916,Season of the Witch,Comedy,Drama,Drama
1473,4709,2211,32591,7.4,Secondhand Lions (2003),2003,Secondhand Lions,tt0327137,1308191,8.4,7969,Secondhand Lions,Mystery,Thriller,Thriller
1474,4711,22100,103163,6.5,Secret Window (2004),2004,Secret Window,tt0363988,1309171,6.9,24522,Secret Window,Drama,Family,Family
1475,4712,12211,15118,7.1,Secretariat (2010),2010,Secretariat,tt1028576,2997094,7.8,5585,Secretariat,Comedy,Drama,Drama
1476,4713,12211,49773,7.0,Secretary (2002),2002,Secretary,tt0274812,1307490,7.0,9470,Secretary,Action,Drama,Drama
1477,4720,132100,27759,6.1,Seeking Justice (2011),2011,Seeking Justice,tt1214962,3033030,6.1,5059,Seeking Justice,Animation,Adventure,Adventure
1478,4726,123,237449,8.6,Sen to Chihiro no kamikakushi (2001),2001,Sen to Chihiro no kamikakushi,tt0245429,1291561,9.0,362489,千と千尋の神隠し,Animation,Drama,Drama
1479,4728,1222,9336,7.8,Sennen joyû (2001),2001,Sennen joyû,tt0291350,1307394,8.4,44331,千年女優,Drama,Romance,Romance
1480,4729,2211,54973,7.6,Sense and Sensibility (1995),1995,Sense and Sensibility,tt0114388,1299193,8.1,36202,Sense and Sensibility,Drama,Thriller,Thriller
1481,4731,12210,7990,7.0,Seom (2000),2000,Seom,tt0255589,1305088,7.0,20774,섬,Action,Crime,Crime
1482,4734,2211,77044,7.5,Serbuan maut (2011),2011,Serbuan maut,tt1899353,6771529,7.4,16995,Serbuan maut,Comedy,Romance,Romance
1483,4735,12101,62892,6.7,Serendipity (2001),2001,Serendipity,tt0240890,1305541,7.5,38382,Serendipity,Action,Adventure,Adventure
1484,4736,1213,181594,7.9,Serenity (2005),2005,Serenity,tt0379786,1309068,6.9,13665,Serenity,Drama,,
1485,4748,1211,164608,7.5,Seven Pounds (2008),2008,Seven Pounds,tt0814314,2969282,7.9,72653,Seven Pounds,Comedy,Crime,Crime
1486,4749,12210,109248,7.2,Seven Psychopaths (2012),2012,Seven Psychopaths,tt1931533,6753166,7.6,29393,Seven Psychopaths,Adventure,Comedy,Comedy
1487,4752,12100,54101,6.5,Sex Drive (2008),2008,Sex Drive,tt1135985,3004244,6.3,6217,Sex Drive,Comedy,Drama,Drama
1488,4754,1000111101,77952,5.2,Sex and the City (2008),2008,Sex and the City,tt1000774,2082013,7.5,65863,Sex and the City,Comedy,Drama,Drama
1489,4755,2001110000,42015,3.9,Sex and the City 2 (2010),2010,Sex and the City 2,tt1261945,3147941,6.5,31290,Sex and the City 2,Drama,,
1490,4756,12210,28087,7.1,"Sex, Lies, and Videotape (1989)",1989,"Sex, Lies, and Videotape",tt0098724,1292341,7.5,19521,"Sex, Lies, and Videotape",Comedy,Drama,Drama
1491,4768,12211,128223,7.2,Shakespeare in Love (1998),1998,Shakespeare in Love,tt0138097,1300220,7.3,48297,Shakespeare in Love,Comedy,Drama,Drama
1492,4769,122100,26254,5.9,Shall We Dance (2004),2004,Shall We Dance,tt0358135,1308828,7.3,5904,Shall We Dance,Comedy,Drama,Drama
1493,4770,1212,7743,7.6,Shall we dansu? (1996),1996,Shall we dansu?,tt0117615,1308010,8.1,5987,Shall we ダンス?,Drama,,
1494,4773,12210,88295,7.3,Shame (2011),2011,Shame,tt1723811,5360890,7.1,36907,Shame,Drama,Mystery,Mystery
1495,4776,123100,5079,6.4,Shanghai (2010),2010,Shanghai,tt1092634,2352630,5.7,15327,Shanghai,Action,Adventure,Adventure
1496,4777,122100,56090,6.1,Shanghai Knights (2003),2003,Shanghai Knights,tt0300471,1307675,6.2,7443,Shanghai Knights,Action,Adventure,Adventure
1497,4778,23100,68518,6.5,Shanghai Noon (2000),2000,Shanghai Noon,tt0184894,1297866,6.1,13419,Shanghai Noon,Animation,Adventure,Adventure
1498,4781,122000,91751,5.9,Shark Tale (2004),2004,Shark Tale,tt0307453,1308757,6.9,29100,Shark Tale,Comedy,Horror,Horror
1499,4784,1222,268798,8.0,Shaun of the Dead (2004),2004,Shaun of the Dead,tt0365748,1308755,7.8,69029,Shaun of the Dead,Comedy,Romance,Romance
1500,4789,122100,74385,6.4,She's Out of My League (2010),2010,She's Out of My League,tt0815236,3006424,6.4,33485,She's Out of My League,,,
1501,4791,112101,71300,6.3,She's the Man (2006),2006,She's the Man,tt0454945,1466897,7.2,35981,She's the Man,Action,Adventure,Adventure
